dataset,primary_label,competitor,best_test_metric,rank
SGEMM_GPU_kernel_performance,multimodal,fttransformer|0.05_0.15_0.8|start,0.06778416109033304,31
SGEMM_GPU_kernel_performance,multimodal,fttransformer|0.05_0.15_0.8|materialize,0.20109953088757826,70
SGEMM_GPU_kernel_performance,multimodal,fttransformer|0.05_0.15_0.8|encoding,0.1672168971001645,63
SGEMM_GPU_kernel_performance,multimodal,fttransformer|0.05_0.15_0.8|columnwise,0.1285924342819336,45
SGEMM_GPU_kernel_performance,multimodal,fttransformer|0.05_0.15_0.8|decoding,0.16314797103405,60
SGEMM_GPU_kernel_performance,multimodal,vime|0.8_0.15_0.05|start,0.10530193808001817,40
SGEMM_GPU_kernel_performance,multimodal,vime|0.8_0.15_0.05|materialize,0.10732384912565039,41
SGEMM_GPU_kernel_performance,multimodal,vime|0.8_0.15_0.05|encoding,0.04704823540757711,26
SGEMM_GPU_kernel_performance,multimodal,vime|0.8_0.15_0.05|columnwise,0.05420371527723656,30
SGEMM_GPU_kernel_performance,multimodal,vime|0.8_0.15_0.05|decoding,0.1722205221942943,64
SGEMM_GPU_kernel_performance,multimodal,tabnet|0.8_0.15_0.05|start,0.03658735310387683,23
SGEMM_GPU_kernel_performance,multimodal,tabnet|0.8_0.15_0.05|materialize,0.13275121929979086,47
SGEMM_GPU_kernel_performance,multimodal,tabnet|0.8_0.15_0.05|encoding,1.001144767212663,88
SGEMM_GPU_kernel_performance,multimodal,tabnet|0.8_0.15_0.05|columnwise,1.0012123983801973,89
SGEMM_GPU_kernel_performance,multimodal,tabnet|0.8_0.15_0.05|decoding,0.027226822450757027,17
SGEMM_GPU_kernel_performance,multimodal,scarf|0.8_0.15_0.05|start,0.16001282632350922,58
SGEMM_GPU_kernel_performance,multimodal,scarf|0.8_0.15_0.05|materialize,0.15770269930362701,55
SGEMM_GPU_kernel_performance,multimodal,scarf|0.8_0.15_0.05|encoding,0.13394849002361298,50
SGEMM_GPU_kernel_performance,multimodal,scarf|0.8_0.15_0.05|columnwise,0.1561674326658249,54
SGEMM_GPU_kernel_performance,multimodal,scarf|0.8_0.15_0.05|decoding,0.17298805713653564,65
SGEMM_GPU_kernel_performance,multimodal,excelformer|0.8_0.15_0.05|start,0.01702251540222305,8
SGEMM_GPU_kernel_performance,multimodal,excelformer|0.8_0.15_0.05|materialize,0.01562410497337147,4
